Macrotrends Data Download



DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2015-05-12,16.4600
2015-05-13,16.6500
2015-05-14,17.4000
2015-05-15,17.2500
2015-05-18,17.7000
2015-05-19,17.4000
2015-05-20,17.0700
2015-05-21,17.1800
2015-05-22,17.2500
2015-05-26,16.7900
2015-05-27,16.6500
2015-05-28,16.6700
2015-05-29,16.7000
2015-06-01,16.6800
2015-06-02,16.8000
2015-06-03,16.4800
2015-06-04,16.1000
2015-06-05,15.9800
2015-06-08,15.9600
2015-06-09,15.9600
2015-06-10,15.9600
2015-06-11,15.9600
2015-06-12,15.8300
2015-06-15,16.0800
2015-06-16,15.9700
2015-06-17,15.9500
2015-06-18,16.1500
2015-06-19,16.1100
2015-06-22,16.1800
2015-06-23,15.7700
2015-06-24,15.8900
2015-06-25,15.8400
2015-06-26,15.7700
2015-06-29,15.7000
2015-06-30,15.5800
2015-07-01,15.5800
2015-07-02,15.5600
2015-07-03,15.6400
2015-07-06,15.7500
2015-07-07,14.9700
2015-07-08,15.1600
2015-07-09,15.3600
2015-07-10,15.4800
2015-07-13,15.4600
2015-07-14,15.3200
2015-07-15,15.0500
2015-07-16,14.9800
2015-07-17,14.8300
2015-07-20,14.7600
2015-07-21,14.7900
2015-07-22,14.7300
2015-07-23,14.7000
2015-07-24,14.4900
2015-07-27,14.6100
2015-07-28,14.6400
2015-07-29,14.7400
2015-07-30,14.7000
2015-07-31,14.7500
2015-08-03,14.5200
2015-08-04,14.5600
2015-08-05,14.5500
2015-08-06,14.6800
2015-08-07,14.8200
2015-08-10,15.2900
2015-08-11,15.2800
2015-08-12,15.4800
2015-08-13,15.4000
2015-08-14,15.2100
2015-08-17,15.3500
2015-08-18,14.8300
2015-08-19,15.2200
2015-08-20,15.5600
2015-08-21,15.3500
2015-08-24,14.8000
2015-08-25,14.6500
